ANO;GRANDE REGIÃO;UF;PRODUTO;CÓDIGO IBGE;MUNICÍPIO;VENDAS
1992;REGIÃO SUDESTE;SP;ASFALTO;3548708;SAO BERNARDO DO CAMPO         ;6945764
1992;REGIÃO SUDESTE;SP;ASFALTO;3550303;SAO PAULO                     ;176549955
1992;REGIÃO CENTRO-OESTE;GO;ASFALTO;5208700;GOIANIA                       ;13973180
1992;REGIÃO NORTE;RO;ASFALTO;1100181;PIMENTA BUENO                 ;1119750
1992;REGIÃO NORDESTE;BA;ASFALTO;2922002;MUCURI                        ;1964585
1992;REGIÃO SUDESTE;MG;ASFALTO;3134202;ITUIUTABA                     ;602400
1992;REGIÃO SUDESTE;ES;ASFALTO;3205100;VIANA                         ;2097360
1992;REGIÃO SUDESTE;RJ;ASFALTO;3301907;ITABORAI                      ;1221830
1992;REGIÃO SUDESTE;RJ;ASFALTO;3304558;RIO DE JANEIRO                ;32450384
1992;REGIÃO SUDESTE;SP;ASFALTO;3503909;ARUJA                         ;2162180
1992;REGIÃO SUDESTE;SP;ASFALTO;3509001;CAIEIRAS                      ;1891850
1992;REGIÃO SUDESTE;SP;ASFALTO;3509508;CAMPINAS                      ;11501115
1992;REGIÃO SUDESTE;SP;ASFALTO;3515702;FERRAZ DE VASCONCELOS         ;3864772
1992;REGIÃO SUDESTE;SP;ASFALTO;3518701;GUARUJA                       ;2907020
1992;REGIÃO SUDESTE;SP;ASFALTO;3529002;MARILIA                       ;1811010
1992;REGIÃO SUDESTE;SP;ASFALTO;3544303;ROSEIRA                       ;1292040
1992;REGIÃO SUDESTE;SP;ASFALTO;3548503;SANTOS                        ;2439240
1992;REGIÃO SUDESTE;SP;ASFALTO;3551601;SERRA NEGRA                   ;96930
1992;REGIÃO SUDESTE;SP;ASFALTO;3552209;SOROCABA                      ;2543860
1992;REGIÃO SUDESTE;SP;ASFALTO;3554007;TATUI                         ;1876730
1992;REGIÃO SUDESTE;SP;ASFALTO;3554104;TAUBATE                       ;4718380
1992;REGIÃO CENTRO-OESTE;MT;ASFALTO;5103401;CUIABA                        ;5818900
1992;REGIÃO SUDESTE;RJ;ASFALTO;3304906;SAO GONCALO                   ;4713090
1992;REGIÃO SUDESTE;MG;ASFALTO;3106209;BELO HORIZONTE                ;100125297
1992;REGIÃO SUDESTE;MG;ASFALTO;3106705;BETIM                         ;9194755
1992;REGIÃO SUDESTE;RJ;ASFALTO;3303306;NITEROI                       ;1254410
1992;REGIÃO SUDESTE;MG;ASFALTO;3123200;DORES DO INDAIA               ;86310
1992;REGIÃO SUDESTE;MG;ASFALTO;3134407;ITURAMA                       ;2339570
1992;REGIÃO SUDESTE;MG;ASFALTO;3136701;JUIZ DE FORA                  ;4054130
1992;REGIÃO SUDESTE;RJ;ASFALTO;3301702;DUQUE DE CAXIAS               ;5466320
1992;REGIÃO SUDESTE;SP;ASFALTO;3503305;ARARAS                        ;554230
1992;REGIÃO SUDESTE;SP;ASFALTO;3506606;BIRITIBA-MIRIM                ;94740
1992;REGIÃO SUDESTE;SP;ASFALTO;3522601;ITAPIRA                       ;135390
1992;REGIÃO SUDESTE;SP;ASFALTO;3523802;ITOBI                         ;31100
1992;REGIÃO SUDESTE;SP;ASFALTO;3534405;OSASCO                        ;4727150
1992;REGIÃO SUDESTE;SP;ASFALTO;3536203;PARIQUERA-ACU                 ;26400
1992;REGIÃO SUDESTE;SP;ASFALTO;3537200;PEDRO DE TOLEDO               ;187550
1992;REGIÃO SUDESTE;SP;ASFALTO;3546608;SANTA FE DO SUL               ;1017770
1992;REGIÃO SUDESTE;SP;ASFALTO;3549801;SAO JOSE DO RIO PRETO         ;1302080
1992;REGIÃO SUDESTE;SP;ASFALTO;3549909;SAO JOSE DOS CAMPOS           ;2974345
1992;REGIÃO SUL;PR;ASFALTO;4127102;TELEMACO BORBA                ;408625
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5002702;CAMPO GRANDE                  ;6265050
1992;REGIÃO CENTRO-OESTE;MT;ASFALTO;5102502;CACERES                       ;225480
1992;REGIÃO CENTRO-OESTE;MT;ASFALTO;5106800;PORTO DOS GAUCHOS             ;100380
1992;REGIÃO CENTRO-OESTE;MT;ASFALTO;5107911;SORRISO                       ;331685
1992;REGIÃO SUDESTE;SP;ASFALTO;3501604;AMERICANA                     ;1489170
1992;REGIÃO SUDESTE;SP;ASFALTO;3513106;CRAVINHOS                     ;574780
1992;REGIÃO SUDESTE;SP;ASFALTO;3513807;DIADEMA                       ;6104753
1992;REGIÃO SUDESTE;SP;ASFALTO;3523900;ITU                           ;1555210
1992;REGIÃO SUDESTE;SP;ASFALTO;3525902;JUNDIAI                       ;1580915
1992;REGIÃO SUDESTE;SP;ASFALTO;3529401;MAUA                          ;284440
1992;REGIÃO SUDESTE;SP;ASFALTO;3537404;PEREIRA BARRETO               ;911450
1992;REGIÃO SUDESTE;SP;ASFALTO;3537609;PERUIBE                       ;53300
1992;REGIÃO SUDESTE;SP;ASFALTO;3552802;TABOAO DA SERRA               ;2378590
1992;REGIÃO CENTRO-OESTE;GO;ASFALTO;5214408;NAZARIO                       ;143360
1992;REGIÃO NORTE;AM;ASFALTO;1302604;MANAUS                        ;20083932
1992;REGIÃO NORDESTE;BA;ASFALTO;2915600;ITAMARAJU                     ;670590
1992;REGIÃO SUDESTE;MG;ASFALTO;3118606;CONTAGEM                      ;1879895
1992;REGIÃO SUDESTE;MG;ASFALTO;3147100;PARA DE MINAS                 ;3500
1992;REGIÃO SUDESTE;MG;ASFALTO;3167208;SETE LAGOAS                   ;2473655
1992;REGIÃO SUDESTE;ES;ASFALTO;3205002;SERRA                         ;2602570
1992;REGIÃO SUDESTE;RJ;ASFALTO;3303500;NOVA IGUACU                   ;10357350
1992;REGIÃO SUDESTE;RJ;ASFALTO;3304000;PIRAI                         ;1165410
1992;REGIÃO SUDESTE;SP;ASFALTO;3500004;*;1749510
1992;REGIÃO SUDESTE;SP;ASFALTO;3505707;BARUERI                       ;10290588
1992;REGIÃO SUDESTE;SP;ASFALTO;3506002;BAURU                         ;1821200
1992;REGIÃO SUDESTE;SP;ASFALTO;3518809;GUARULHOS                     ;5334180
1992;REGIÃO SUDESTE;SP;ASFALTO;3523403;ITATIBA                       ;2127005
1992;REGIÃO SUDESTE;SP;ASFALTO;3524400;JACAREI                       ;1805670
1992;REGIÃO SUDESTE;SP;ASFALTO;3524906;JAMBEIRO                      ;1480860
1992;REGIÃO SUDESTE;SP;ASFALTO;3526909;LIMEIRA                       ;1578605
1992;REGIÃO SUDESTE;SP;ASFALTO;3530604;MOJI DAS CRUZES               ;2630640
1992;REGIÃO SUL;PR;ASFALTO;4103807;CAMBIRA                       ;101140
1992;REGIÃO SUL;PR;ASFALTO;4104803;CASCAVEL                      ;4999840
1992;REGIÃO SUL;PR;ASFALTO;4105800;COLOMBO                       ;1308675
1992;REGIÃO SUL;PR;ASFALTO;4106903;CURITIBA                      ;21174880
1992;REGIÃO SUL;SC;ASFALTO;4202309;BIGUACU                       ;5979500
1992;REGIÃO SUL;SC;ASFALTO;4203208;CAMBORIU                      ;1193500
1992;REGIÃO SUL;SC;ASFALTO;4205405;FLORIANOPOLIS                 ;1186120
1992;REGIÃO SUL;RS;ASFALTO;4301609;BAGE                          ;894880
1992;REGIÃO SUL;RS;ASFALTO;4304608;CANOAS                        ;19652935
1992;REGIÃO SUL;RS;ASFALTO;4307801;ESTRELA                       ;956450
1992;REGIÃO SUL;RS;ASFALTO;4309308;GUAIBA                        ;1513550
1992;REGIÃO SUL;RS;ASFALTO;4314107;PASSO FUNDO                   ;4508300
1992;REGIÃO SUL;RS;ASFALTO;4314409;PELOTAS                       ;980620
1992;REGIÃO SUL;RS;ASFALTO;4314905;PORTO ALEGRE                  ;6292240
1992;REGIÃO SUL;RS;ASFALTO;4316401;ROSARIO DO SUL                ;173190
1992;REGIÃO SUL;RS;ASFALTO;4318609;SAO JOSE DO OURO              ;3600
1992;REGIÃO NORTE;PA;ASFALTO;1500805;ANANINDEUA                    ;501840
1992;REGIÃO NORDESTE;MA;ASFALTO;2103303;CODO                          ;830990
1992;REGIÃO NORDESTE;CE;ASFALTO;2304406;FORTALEZA                     ;33915093
1992;REGIÃO NORDESTE;PB;ASFALTO;2504006;CAMPINA GRANDE                ;1175790
1992;REGIÃO NORDESTE;PB;ASFALTO;2507501;JOAO PESSOA                   ;4169720
1992;REGIÃO NORDESTE;PE;ASFALTO;2601206;ARCOVERDE                     ;444680
1992;REGIÃO NORDESTE;PE;ASFALTO;2611600;RECIFE                        ;6718400
1992;REGIÃO NORDESTE;AL;ASFALTO;2704307;MACEIO                        ;5388640
1992;REGIÃO SUDESTE;MG;ASFALTO;3145603;OLIVEIRA                      ;66720
1992;REGIÃO SUDESTE;SP;ASFALTO;3510409;CAPIVARI                      ;102580
1992;REGIÃO SUDESTE;SP;ASFALTO;3515001;EMBU                          ;301720
1992;REGIÃO SUDESTE;SP;ASFALTO;3538702;PIRACICABA                    ;4991620
1992;REGIÃO SUL;RS;ASFALTO;4301102;ARROIO DOS RATOS              ;162220
1992;REGIÃO SUL;RS;ASFALTO;4308603;GARIBALDI                     ;250040
1992;REGIÃO SUL;RS;ASFALTO;4313500;OSORIO                        ;2242320
1992;REGIÃO CENTRO-OESTE;GO;ASFALTO;5203902;BURITI ALEGRE                 ;1356075
1992;REGIÃO NORDESTE;MA;ASFALTO;2105306;IMPERATRIZ                    ;1348195
1992;REGIÃO SUL;RS;ASFALTO;4303105;CACHOEIRINHA                  ;1347725
1992;REGIÃO SUL;RS;ASFALTO;4313402;NOVO HAMBURGO                 ;548070
1992;REGIÃO SUL;RS;ASFALTO;4317904;SANTO CRISTO                  ;60250
1992;REGIÃO SUL;RS;ASFALTO;4322800;VERANOPOLIS                   ;54440
1992;REGIÃO NORTE;RR;ASFALTO;1400100;BOA VISTA                     ;3829958
1992;REGIÃO SUDESTE;MG;ASFALTO;3125700;FELIXLANDIA                   ;57320
1992;REGIÃO SUDESTE;MG;ASFALTO;3144801;NOVA LIMA                     ;1398520
1992;REGIÃO SUDESTE;MG;ASFALTO;3170705;VARGINHA                      ;405890
1992;REGIÃO SUDESTE;ES;ASFALTO;3205207;VILA VELHA                    ;1144300
1992;REGIÃO SUDESTE;SP;ASFALTO;3507602;BRAGANCA PAULISTA             ;455285
1992;REGIÃO SUDESTE;SP;ASFALTO;3520501;INDAIATUBA                    ;51750
1992;REGIÃO SUDESTE;SP;ASFALTO;3522202;ITAPECERICA DA SERRA          ;636220
1992;REGIÃO SUDESTE;SP;ASFALTO;3524302;JABOTICABAL                   ;8000
1992;REGIÃO SUDESTE;SP;ASFALTO;3530809;MOJI-MIRIM                    ;873595
1992;REGIÃO SUDESTE;SP;ASFALTO;3536505;PAULINIA                      ;14146980
1992;REGIÃO SUDESTE;SP;ASFALTO;3541002;PRAIA GRANDE                  ;56540
1992;REGIÃO SUDESTE;SP;ASFALTO;3551008;SAO VICENTE                   ;14200
1992;REGIÃO SUL;PR;ASFALTO;4101804;ARAUCARIA                     ;1852185
1992;REGIÃO SUL;PR;ASFALTO;4119509;PIRAQUARA                     ;105225
1992;REGIÃO SUL;PR;ASFALTO;4122305;RIO NEGRO                     ;3800
1992;REGIÃO SUL;PR;ASFALTO;4125509;SAO JOSE DOS PINHAIS          ;1480510
1992;REGIÃO SUL;PR;ASFALTO;4127609;TIJUCAS DO SUL                ;1200
1992;REGIÃO SUL;SC;ASFALTO;4219309;VIDEIRA                       ;85730
1992;REGIÃO SUL;RS;ASFALTO;4304705;CARAZINHO                     ;631090
1992;REGIÃO SUL;RS;ASFALTO;4306600;DOM PEDRITO                   ;97860
1992;REGIÃO SUL;RS;ASFALTO;4309200;GRAVATAI                      ;821430
1992;REGIÃO SUL;RS;ASFALTO;4310802;IVOTI                         ;485605
1992;REGIÃO SUL;RS;ASFALTO;4313305;NOVA PRATA                    ;366820
1992;REGIÃO SUL;RS;ASFALTO;4317106;SANTANA DO LIVRAMENTO         ;1169590
1992;REGIÃO SUL;RS;ASFALTO;4317505;SANTO ANGELO                  ;863860
1992;REGIÃO SUL;RS;ASFALTO;4320107;SARANDI                       ;27520
1992;REGIÃO SUL;RS;ASFALTO;4321200;TAQUARA                       ;431150
1992;REGIÃO SUL;RS;ASFALTO;4322002;TRIUNFO                       ;614690
1992;REGIÃO SUL;RS;ASFALTO;4322401;URUGUAIANA                    ;544130
1992;REGIÃO CENTRO-OESTE;GO;ASFALTO;5201101;ANAPOLIS                      ;443690
1992;REGIÃO CENTRO-OESTE;GO;ASFALTO;5211808;JARAGUA                       ;937790
1992;REGIÃO CENTRO-OESTE;GO;ASFALTO;5217105;PIRACANJUBA                   ;6600
1992;REGIÃO SUDESTE;SP;ASFALTO;3502805;ARACATUBA                     ;1533720
1992;REGIÃO SUDESTE;SP;ASFALTO;3548902;SAO CARLOS                    ;900900
1992;REGIÃO SUDESTE;SP;ASFALTO;3524108;ITUVERAVA                     ;751560
1992;REGIÃO SUDESTE;SP;ASFALTO;3543900;RIO CLARO                     ;2002850
1992;REGIÃO SUDESTE;SP;ASFALTO;3557006;VOTORANTIM                    ;181980
1992;REGIÃO SUDESTE;SP;ASFALTO;3543404;RIBEIRAO PRETO                ;36733420
1992;REGIÃO SUDESTE;SP;ASFALTO;3545300;SALTO DE PIRAPORA             ;78810
1992;REGIÃO SUDESTE;SP;ASFALTO;3556204;VALINHOS                      ;172670
1992;REGIÃO SUL;RS;ASFALTO;4322606;VENANCIO AIRES                ;69170
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5002907;CASSILANDIA                   ;150590
1992;REGIÃO SUDESTE;MG;ASFALTO;3146308;PADRE PARAISO                 ;289670
1992;REGIÃO SUDESTE;MG;ASFALTO;3170209;UBERLANDIA                    ;22719220
1992;REGIÃO SUDESTE;RJ;ASFALTO;3300005;*;5715235
1992;REGIÃO SUDESTE;RJ;ASFALTO;3302407;MACAE                         ;2330190
1992;REGIÃO SUDESTE;SP;ASFALTO;3503208;ARARAQUARA                    ;624840
1992;REGIÃO SUDESTE;SP;ASFALTO;3519309;IBATE                         ;64730
1992;REGIÃO SUDESTE;SP;ASFALTO;3536009;PARAPUA                       ;23830
1992;REGIÃO SUDESTE;SP;ASFALTO;3550109;SAO MANUEL                    ;487390
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5003709;DOURADOS                      ;631540
1992;REGIÃO SUDESTE;SP;ASFALTO;3523209;ITARARE                       ;149040
1992;REGIÃO SUL;PR;ASFALTO;4108400;FRANCISCO BELTRAO             ;78690
1992;REGIÃO SUL;PR;ASFALTO;4113705;LONDRINA                      ;8668975
1992;REGIÃO SUL;SC;ASFALTO;4209303;LAGES                         ;2255005
1992;REGIÃO NORDESTE;BA;ASFALTO;2927403;SALVADOR                      ;10803400
1992;REGIÃO SUDESTE;MG;ASFALTO;3152502;POUSO ALEGRE                  ;1084510
1992;REGIÃO SUDESTE;SP;ASFALTO;3545008;SALESOPOLIS                   ;285750
1992;REGIÃO SUL;PR;ASFALTO;4108302;FOZ DO IGUACU                 ;516460
1992;REGIÃO SUL;PR;ASFALTO;4119908;PONTA GROSSA                  ;20053575
1992;REGIÃO SUL;SC;ASFALTO;4200705;ALFREDO WAGNER                ;59600
1992;REGIÃO SUDESTE;MG;ASFALTO;3101606;ALFENAS                       ;434190
1992;REGIÃO SUDESTE;MG;ASFALTO;3170101;UBERABA                       ;5845235
1992;REGIÃO SUDESTE;SP;ASFALTO;3500101;ADAMANTINA                    ;453355
1992;REGIÃO SUDESTE;SP;ASFALTO;3504000;ASSIS                         ;550150
1992;REGIÃO SUDESTE;SP;ASFALTO;3505502;BARRETOS                      ;991140
1992;REGIÃO SUDESTE;SP;ASFALTO;3505804;BASTOS                        ;73150
1992;REGIÃO SUDESTE;SP;ASFALTO;3506509;BIRIGUI                       ;1265800
1992;REGIÃO SUDESTE;SP;ASFALTO;3508102;BURITAMA                      ;116500
1992;REGIÃO SUDESTE;SP;ASFALTO;3511103;CATANDUVA                     ;362080
1992;REGIÃO SUDESTE;SP;ASFALTO;3519503;IBIRAREMA                     ;25000
1992;REGIÃO SUDESTE;SP;ASFALTO;3525708;JOSE BONIFACIO                ;114860
1992;REGIÃO SUDESTE;SP;ASFALTO;3527107;LINS                          ;349670
1992;REGIÃO SUDESTE;SP;ASFALTO;3534901;PACAEMBU                      ;55250
1992;REGIÃO SUDESTE;SP;ASFALTO;3542203;RANCHARIA                     ;193600
1992;REGIÃO SUL;PR;ASFALTO;4101405;APUCARANA                     ;8928185
1992;REGIÃO SUL;PR;ASFALTO;4114108;MANDAGUACU                    ;148820
1992;REGIÃO SUL;PR;ASFALTO;4114604;MARECHAL CANDIDO RONDON       ;1191685
1992;REGIÃO SUL;PR;ASFALTO;4117700;PALMEIRA                      ;616720
1992;REGIÃO SUL;RS;ASFALTO;4322509;VACARIA                       ;894510
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5001102;AQUIDAUANA                    ;79180
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5002109;BELA VISTA                    ;481200
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5005400;MARACAJU                      ;506130
1992;REGIÃO CENTRO-OESTE;MT;ASFALTO;5101808;BARRA DO GARCAS               ;310160
1992;REGIÃO CENTRO-OESTE;MT;ASFALTO;5103002;CHAPADA DOS GUIMARAES         ;51760
1992;REGIÃO CENTRO-OESTE;MT;ASFALTO;5103215;COMODORO                      ;97230
1992;REGIÃO CENTRO-OESTE;MT;ASFALTO;5107601;RONDONOPOLIS                  ;1585015
1992;REGIÃO CENTRO-OESTE;GO;ASFALTO;5205107;CATALAO                       ;419100
1992;REGIÃO CENTRO-OESTE;GO;ASFALTO;5209102;GOIATUBA                      ;347070
1992;REGIÃO CENTRO-OESTE;GO;ASFALTO;5217407;PIRES DO RIO                  ;50840
1992;REGIÃO CENTRO-OESTE;GO;ASFALTO;5218500;QUIRINOPOLIS                  ;854490
1992;REGIÃO SUDESTE;SP;ASFALTO;3555003;TUPA                          ;186110
1992;REGIÃO SUL;PR;ASFALTO;4100409;ALMIRANTE TAMANDARE           ;333830
1992;REGIÃO SUL;PR;ASFALTO;4104200;CAMPO LARGO                   ;684440
1992;REGIÃO SUL;PR;ASFALTO;4127706;TOLEDO                        ;1508695
1992;REGIÃO SUL;SC;ASFALTO;4202201;BENEDITO NOVO                 ;480820
1992;REGIÃO SUL;SC;ASFALTO;4202902;BRUSQUE                       ;626320
1992;REGIÃO SUL;SC;ASFALTO;4204204;CHAPECO                       ;5040480
1992;REGIÃO SUL;PR;ASFALTO;4113209;LAPA                          ;36870
1992;REGIÃO SUL;PR;ASFALTO;4114205;MANDAGUARI                    ;79490
1992;REGIÃO SUL;PR;ASFALTO;4115201;MARINGA                       ;10011765
1992;REGIÃO SUL;PR;ASFALTO;4122100;RIO BOM                       ;800
1992;REGIÃO SUL;SC;ASFALTO;4202406;BLUMENAU                      ;615440
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5004500;ITAPORA                       ;288010
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5006600;PONTA PORA                    ;587295
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5007690;SAO GABRIEL DO OESTE          ;734740
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5003300;COXIM                         ;74030
1992;REGIÃO SUDESTE;SP;ASFALTO;3508005;BURI                          ;85563
1992;REGIÃO SUDESTE;SP;ASFALTO;3514404;DRACENA                       ;152220
1992;REGIÃO SUDESTE;SP;ASFALTO;3534707;OURINHOS                      ;1142430
1992;REGIÃO SUDESTE;SP;ASFALTO;3535509;PARAGUACU PAULISTA            ;276270
1992;REGIÃO SUDESTE;SP;ASFALTO;3541207;PRESIDENTE BERNARDES          ;40400
1992;REGIÃO SUDESTE;SP;ASFALTO;3542807;RIBEIRA                       ;3000
1992;REGIÃO SUL;PR;ASFALTO;4100700;ALTO PIQUIRI                  ;10040
1992;REGIÃO SUL;PR;ASFALTO;4101103;ANDIRA                        ;66480
1992;REGIÃO SUL;PR;ASFALTO;4101707;ARARUNA                       ;124580
1992;REGIÃO SUL;PR;ASFALTO;4102002;ASSIS CHATEAUBRIAND           ;96680
1992;REGIÃO SUL;PR;ASFALTO;4102401;BANDEIRANTES                  ;152350
1992;REGIÃO SUL;PR;ASFALTO;4103602;CAMBARA                       ;40980
1992;REGIÃO SUL;PR;ASFALTO;4103700;CAMBE                         ;540820
1992;REGIÃO SUL;PR;ASFALTO;4103904;CAMPINA DA LAGOA              ;41220
1992;REGIÃO SUL;PR;ASFALTO;4104307;CAMPO MOURAO                  ;537940
1992;REGIÃO SUL;PR;ASFALTO;4104706;CARLOPOLIS                    ;103360
1992;REGIÃO SUL;PR;ASFALTO;4105400;CHOPINZINHO                   ;149590
1992;REGIÃO SUL;PR;ASFALTO;4106202;CONTENDA                      ;3600
1992;REGIÃO SUL;PR;ASFALTO;4107500;ENGENHEIRO BELTRAO            ;128930
1992;REGIÃO SUL;PR;ASFALTO;4108604;GOIOERE                       ;258320
1992;REGIÃO SUL;PR;ASFALTO;4109600;GUARATUBA                     ;39220
1992;REGIÃO SUL;PR;ASFALTO;4109805;IBIPORA                       ;328320
1992;REGIÃO SUL;PR;ASFALTO;4110005;IGUARACU                      ;15900
1992;REGIÃO SUL;PR;ASFALTO;4110706;IRATI                         ;134730
1992;REGIÃO SUL;PR;ASFALTO;4111508;IVAIPORA                      ;20810
1992;REGIÃO SUL;PR;ASFALTO;4111800;JACAREZINHO                   ;711890
1992;REGIÃO SUL;PR;ASFALTO;4112105;JANDAIA DO SUL                ;179660
1992;REGIÃO SUL;PR;ASFALTO;4112504;JARDIM ALEGRE                 ;76800
1992;REGIÃO SUL;PR;ASFALTO;4112750;JESUITAS                      ;56670
1992;REGIÃO SUL;PR;ASFALTO;4112954;JURANDA                       ;82140
1992;REGIÃO SUL;PR;ASFALTO;4113500;LOANDA                        ;249940
1992;REGIÃO SUL;PR;ASFALTO;4113802;LUPIONOPOLIS                  ;50000
1992;REGIÃO SUL;PR;ASFALTO;4114809;MARIALVA                      ;231130
1992;REGIÃO SUL;PR;ASFALTO;4116100;MOREIRA SALES                 ;224920
1992;REGIÃO SUL;PR;ASFALTO;4117301;ORTIGUEIRA                    ;6000
1992;REGIÃO SUL;PR;ASFALTO;4117905;PALOTINA                      ;66780
1992;REGIÃO SUL;PR;ASFALTO;4118405;PARANAVAI                     ;1406785
1992;REGIÃO SUL;PR;ASFALTO;4119304;PINHAO                        ;91900
1992;REGIÃO SUL;PR;ASFALTO;4125800;SAO PEDRO DO IVAI             ;5800
1992;REGIÃO SUL;PR;ASFALTO;4126602;SIQUEIRA CAMPOS               ;4800
1992;REGIÃO SUL;PR;ASFALTO;4128206;UNIAO DA VITORIA              ;1299720
1992;REGIÃO SUL;SC;ASFALTO;4202007;BALNEARIO CAMBORIU            ;342880
1992;REGIÃO SUL;SC;ASFALTO;4203909;CAPINZAL                      ;227570
1992;REGIÃO SUL;SC;ASFALTO;4204301;CONCORDIA                     ;433930
1992;REGIÃO SUL;SC;ASFALTO;4204417;CORREIA PINTO                 ;51920
1992;REGIÃO SUL;SC;ASFALTO;4211812;OTACILIO COSTA                ;154715
1992;REGIÃO SUL;SC;ASFALTO;4216601;SAO JOSE                      ;44890
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5000203;AGUA CLARA                    ;66680
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5000700;ANASTACIO                     ;151480
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5002400;CAARAPO                       ;161280
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5003806;FATIMA DO SUL                 ;998980
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5004900;JARAGUARI                     ;379965
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5005701;NAVIRAI                       ;729570
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5007100;RIBAS DO RIO PARDO            ;61940
1992;REGIÃO CENTRO-OESTE;MS;ASFALTO;5007208;RIO BRILHANTE                 ;440600
1992;REGIÃO NORDESTE;MA;ASFALTO;2100908;ARAIOSES                      ;1105840
1992;REGIÃO NORDESTE;MA;ASFALTO;2101203;BACABAL                       ;1360460
1992;REGIÃO NORDESTE;MA;ASFALTO;2104105;FORTALEZA DOS NOGUEIRAS       ;1264720
1992;REGIÃO NORDESTE;MA;ASFALTO;2111306;SAO LUIS                      ;22701700
1992;REGIÃO NORDESTE;PI;ASFALTO;2211009;TERESINA                      ;11173640
1992;REGIÃO NORDESTE;PE;ASFALTO;2603454;CAMARAGIBE                    ;58330
1992;REGIÃO NORDESTE;PE;ASFALTO;2605201;ESCADA                        ;1436630
1992;REGIÃO NORDESTE;PE;ASFALTO;2607905;JABOATAO DOS GUARARAPES       ;2728790
1992;REGIÃO NORDESTE;AL;ASFALTO;2700700;BATALHA                       ;2980110
1992;REGIÃO NORDESTE;AL;ASFALTO;2702800;FLEXEIRAS                     ;1018940
1992;REGIÃO NORDESTE;AL;ASFALTO;2705206;MESSIAS                       ;1549670
1992;REGIÃO NORDESTE;SE;ASFALTO;2800306;ARACAJU                       ;2629490
1992;REGIÃO NORDESTE;BA;ASFALTO;2933306;VITORIA DA CONQUISTA          ;1930660
1992;REGIÃO NORDESTE;AL;ASFALTO;2707306;PORTO CALVO                   ;292900
1992;REGIÃO NORDESTE;BA;ASFALTO;2910802;FEIRA DE SANTANA              ;3793620
1992;REGIÃO NORDESTE;BA;ASFALTO;2918102;JEREMOABO                     ;931610
1992;REGIÃO NORDESTE;MA;ASFALTO;2103605;COROATA                       ;96590
1992;REGIÃO NORDESTE;CE;ASFALTO;2309300;NOVA RUSSAS                   ;392900
1992;REGIÃO NORDESTE;CE;ASFALTO;2311305;QUIXADA                       ;363350
1992;REGIÃO NORDESTE;PE;ASFALTO;2602903;CABO DE SANTO AGOSTINHO       ;1953280
1992;REGIÃO NORDESTE;PI;ASFALTO;2201909;BOM JESUS                     ;50000
1992;REGIÃO NORDESTE;PI;ASFALTO;2203901;FLORIANO                      ;583540
1992;REGIÃO NORDESTE;PI;ASFALTO;2208008;PICOS                         ;527140
1992;REGIÃO NORDESTE;CE;ASFALTO;2300702;ALTO SANTO                    ;102200
1992;REGIÃO NORDESTE;CE;ASFALTO;2304228;CROATA                        ;485560
1992;REGIÃO NORDESTE;CE;ASFALTO;2310201;PARACURU                      ;8800
1992;REGIÃO NORDESTE;CE;ASFALTO;2313308;TAUA                          ;342870
1992;REGIÃO NORDESTE;RN;ASFALTO;2408007;MOSSORO                       ;3866861
1992;REGIÃO NORDESTE;RN;ASFALTO;2408104;NATAL                         ;5166156
1992;REGIÃO NORDESTE;PE;ASFALTO;2612208;SALGUEIRO                     ;514610
1992;REGIÃO NORDESTE;AL;ASFALTO;2700301;ARAPIRACA                     ;1122890
1992;REGIÃO NORDESTE;AL;ASFALTO;2700603;BARRA DE SAO MIGUEL           ;116300
1992;REGIÃO SUL;RS;ASFALTO;4307607;ESTANCIA VELHA                ;5553000
1992;REGIÃO SUL;RS;ASFALTO;4308204;FLORES DA CUNHA               ;2156880
1992;REGIÃO SUL;RS;ASFALTO;4314417;CAPAO DO LEAO                 ;2772600
1992;REGIÃO SUL;RS;ASFALTO;4317602;SANTO ANTONIO DA PATRULHA     ;1735870
1992;REGIÃO SUL;RS;ASFALTO;4319001;SAO MARCOS                    ;56450
1992;REGIÃO SUL;RS;ASFALTO;4314808;PORTAO                        ;2563000
1992;REGIÃO SUL;RS;ASFALTO;4306902;ENCRUZILHADA DO SUL           ;289060
1992;REGIÃO NORTE;PA;ASFALTO;1501402;BELEM                         ;2561630
